tienda1,tienda2,distancia,tiempo_mins,costo
Tienda 28,Tienda 2,75,10,43
Tienda 28,Tienda 3,68,65,375
Tienda 28,Tienda 4,4,99,183
Tienda 28,Tienda 5,99,2,381
Tienda 28,Tienda 6,98,66,278
Tienda 28,Tienda 7,23,62,59
Tienda 28,Tienda 8,59,21,243
Tienda 28,Tienda 9,74,26,264
Tienda 28,Tienda 10,15,52,259
Tienda 28,Tienda 11,57,53,371
Tienda 28,Tienda 12,81,16,289
Tienda 28,Tienda 13,100,14,266
Tienda 28,Tienda 14,75,30,106
Tienda 28,Tienda 15,42,6,111
Tienda 28,Tienda 16,86,18,55
Tienda 28,Tienda 17,68,87,5
Tienda 28,Tienda 18,78,67,428
Tienda 28,Tienda 19,93,31,64
Tienda 28,Tienda 20,42,87,55
Tienda 28,Tienda 21,39,64,187
Tienda 28,Tienda 22,37,21,114
Tienda 28,Tienda 23,14,45,17
Tienda 28,Tienda 24,64,26,8
Tienda 28,Tienda 25,73,6,499
Tienda 28,Tienda 26,6,21,198
Tienda 28,Tienda 27,18,11,97
Tienda 28,Tienda 29,35,38,218
Tienda 28,Tienda 30,65,22,6
Tienda 28,Tienda 31,36,35,245
Tienda 28,Tienda 32,29,50,199
Tienda 28,Tienda 33,29,20,212
Tienda 28,Tienda 34,64,81,92
Tienda 28,Tienda 35,69,73,7
Tienda 28,Tienda 36,15,52,323
Tienda 28,Tienda 37,29,12,288
Tienda 28,Tienda 38,22,82,11
Tienda 28,Tienda 39,14,4,369
Tienda 28,Tienda 40,99,22,500
Tienda 28,Tienda 41,91,12,137
Tienda 28,Tienda 42,7,60,223
Tienda 28,Tienda 43,100,89,54
Tienda 28,Tienda 44,50,3,214
Tienda 28,Tienda 45,29,94,372
Tienda 28,Tienda 46,99,47,169
Tienda 28,Tienda 47,3,38,418
Tienda 28,Tienda 48,40,25,302
Tienda 28,Tienda 49,4,72,8
Tienda 28,Tienda 50,17,29,209
Tienda 28,Tienda 51,72,46,175
Tienda 28,Tienda 52,84,3,398
Tienda 28,Tienda 53,33,4,136
Tienda 28,Tienda 54,95,2,149
Tienda 28,Tienda 55,45,74,266
Tienda 28,Tienda 56,18,53,236
Tienda 28,Tienda 57,22,10,296
Tienda 28,Tienda 58,91,35,483
Tienda 28,Tienda 59,63,22,493
Tienda 28,Tienda 60,87,99,190
Tienda 28,Tienda 61,68,25,113
Tienda 28,Tienda 62,13,15,278
Tienda 28,Tienda 63,82,84,204
Tienda 28,Tienda 64,81,45,429
Tienda 28,Tienda 65,57,18,344
Tienda 28,Tienda 66,66,8,189
Tienda 28,Tienda 67,46,45,387
Tienda 28,Tienda 68,21,82,32
Tienda 28,Tienda 69,11,47,291
Tienda 28,Tienda 70,23,99,322
Tienda 28,Tienda 71,78,61,472
Tienda 28,Tienda 72,35,84,50
Tienda 28,Tienda 73,21,71,23
Tienda 28,Tienda 74,48,12,197
Tienda 28,Tienda 75,39,70,296
Tienda 28,Tienda 76,75,57,362
Tienda 28,Tienda 77,71,2,245
Tienda 28,Tienda 78,77,24,19
Tienda 28,Tienda 79,81,7,386
Tienda 28,Tienda 80,74,50,90
Tienda 28,Tienda 81,1,3,313
Tienda 28,Tienda 82,25,6,65
Tienda 28,Tienda 83,57,62,127
Tienda 28,Tienda 84,41,95,457
Tienda 28,Tienda 85,84,56,223
Tienda 28,Tienda 86,82,86,201
Tienda 28,Tienda 87,61,96,296
Tienda 28,Tienda 88,96,91,245
Tienda 28,Tienda 89,21,48,128
Tienda 28,Tienda 90,79,81,245
Tienda 28,Tienda 91,41,44,175
Tienda 28,Tienda 92,38,47,358
Tienda 28,Tienda 93,76,60,395
Tienda 28,Tienda 94,56,34,484
Tienda 28,Tienda 95,31,84,104
Tienda 28,Tienda 96,4,67,423
Tienda 28,Tienda 97,62,78,144
Tienda 28,Tienda 98,76,43,374
Tienda 28,Tienda 99,41,22,312
Tienda 29,Tienda 0,56,5,407
Tienda 29,Tienda 1,30,2,312
Tienda 29,Tienda 2,53,71,441
Tienda 29,Tienda 3,24,52,211
Tienda 29,Tienda 4,87,42,404
Tienda 29,Tienda 5,83,95,411
Tienda 29,Tienda 6,27,27,207
Tienda 29,Tienda 7,26,11,188
Tienda 29,Tienda 8,53,81,35
Tienda 29,Tienda 9,99,99,339
Tienda 29,Tienda 10,18,20,312
Tienda 29,Tienda 11,75,12,380
Tienda 29,Tienda 12,58,77,42
Tienda 29,Tienda 13,9,99,414
Tienda 29,Tienda 14,91,4,463
Tienda 29,Tienda 15,53,95,466
Tienda 29,Tienda 16,1,56,146
Tienda 29,Tienda 17,74,4,233
Tienda 29,Tienda 18,6,59,434
Tienda 29,Tienda 19,40,63,347
Tienda 29,Tienda 20,10,80,24
Tienda 29,Tienda 21,37,5,427
Tienda 29,Tienda 22,76,6,427
Tienda 29,Tienda 23,4,83,334
Tienda 29,Tienda 24,97,83,193
Tienda 29,Tienda 25,100,82,37
Tienda 29,Tienda 26,61,83,93
Tienda 29,Tienda 27,72,30,86
Tienda 29,Tienda 28,70,68,399
Tienda 29,Tienda 30,60,15,311
Tienda 29,Tienda 31,94,23,436
Tienda 29,Tienda 32,66,35,154
Tienda 29,Tienda 33,61,96,356
Tienda 29,Tienda 34,65,68,22
Tienda 29,Tienda 35,41,81,144
Tienda 29,Tienda 36,30,18,375
Tienda 29,Tienda 37,59,88,293
Tienda 29,Tienda 38,27,32,43
Tienda 29,Tienda 39,41,76,104
Tienda 29,Tienda 40,55,1,186
Tienda 29,Tienda 41,53,20,301
Tienda 29,Tienda 42,89,92,313
Tienda 29,Tienda 43,54,4,84
Tienda 29,Tienda 44,20,86,479
Tienda 29,Tienda 45,14,86,368
Tienda 29,Tienda 46,29,4,487
Tienda 29,Tienda 47,15,34,273
Tienda 29,Tienda 48,29,52,362
Tienda 29,Tienda 49,78,77,353
Tienda 29,Tienda 50,15,89,227
Tienda 29,Tienda 51,74,46,345
Tienda 29,Tienda 52,43,28,326
Tienda 29,Tienda 53,27,32,234
Tienda 29,Tienda 54,46,30,321
Tienda 29,Tienda 55,100,79,300
Tienda 29,Tienda 56,15,23,387
Tienda 29,Tienda 57,91,2,449
Tienda 29,Tienda 58,81,85,429
Tienda 29,Tienda 59,21,62,480
Tienda 29,Tienda 60,23,75,327
Tienda 29,Tienda 61,84,73,246
Tienda 29,Tienda 62,70,25,437
Tienda 29,Tienda 63,49,95,325
Tienda 29,Tienda 64,94,83,183
Tienda 29,Tienda 65,59,56,409
Tienda 29,Tienda 66,70,59,206
Tienda 29,Tienda 67,46,4,276
Tienda 29,Tienda 68,61,92,482
Tienda 29,Tienda 69,95,42,477
Tienda 29,Tienda 70,63,16,137
Tienda 29,Tienda 71,44,60,446
Tienda 29,Tienda 72,40,70,60
Tienda 29,Tienda 73,18,84,497
Tienda 29,Tienda 74,77,76,299
Tienda 29,Tienda 75,56,35,46
Tienda 29,Tienda 76,94,63,461
Tienda 29,Tienda 77,43,59,329
Tienda 29,Tienda 78,42,55,30
Tienda 29,Tienda 79,21,46,117
Tienda 29,Tienda 80,23,86,222
Tienda 29,Tienda 81,2,85,388
Tienda 29,Tienda 82,68,93,447
Tienda 29,Tienda 83,100,89,356
Tienda 29,Tienda 84,75,89,233
Tienda 29,Tienda 85,4,74,374
Tienda 29,Tienda 86,73,65,171
Tienda 29,Tienda 87,47,38,60
Tienda 29,Tienda 88,63,74,414
Tienda 29,Tienda 89,72,88,402
Tienda 29,Tienda 90,91,20,171
Tienda 29,Tienda 91,6,63,143
Tienda 29,Tienda 92,20,77,433
Tienda 29,Tienda 93,99,56,261
Tienda 29,Tienda 94,13,68,53
Tienda 29,Tienda 95,33,65,213
Tienda 29,Tienda 96,14,67,8
Tienda 29,Tienda 97,77,54,9
Tienda 29,Tienda 98,23,62,490
Tienda 29,Tienda 99,28,31,452
Tienda 30,Tienda 0,2,27,411
Tienda 30,Tienda 1,17,40,458
Tienda 30,Tienda 2,15,35,206
Tienda 30,Tienda 3,6,7,237
Tienda 30,Tienda 4,83,70,317
Tienda 30,Tienda 5,98,84,467
Tienda 30,Tienda 6,34,57,481
Tienda 30,Tienda 7,100,78,130
Tienda 30,Tienda 8,49,95,113
Tienda 30,Tienda 9,57,56,334
Tienda 30,Tienda 10,86,75,122
Tienda 30,Tienda 11,43,32,120
Tienda 30,Tienda 12,7,20,425
Tienda 30,Tienda 13,89,33,471
Tienda 30,Tienda 14,38,90,154
Tienda 30,Tienda 15,18,3,222
Tienda 30,Tienda 16,58,67,149
Tienda 30,Tienda 17,33,59,457
Tienda 30,Tienda 18,54,66,237
Tienda 30,Tienda 19,45,38,476
Tienda 30,Tienda 20,97,67,164
Tienda 30,Tienda 21,5,52,24
Tienda 30,Tienda 22,7,61,337
Tienda 30,Tienda 23,4,51,168
Tienda 30,Tienda 24,17,57,52
Tienda 30,Tienda 25,57,98,218
Tienda 30,Tienda 26,89,95,37
Tienda 30,Tienda 27,45,3,21
Tienda 30,Tienda 28,99,75,373
Tienda 30,Tienda 29,38,29,360
Tienda 30,Tienda 31,45,22,334
Tienda 30,Tienda 32,86,13,36
Tienda 30,Tienda 33,27,45,256
Tienda 30,Tienda 34,100,81,120
Tienda 30,Tienda 35,89,76,169
Tienda 30,Tienda 36,78,54,98
Tienda 30,Tienda 37,20,66,496
Tienda 30,Tienda 38,14,55,19
Tienda 30,Tienda 39,35,96,450
Tienda 30,Tienda 40,59,3,123
Tienda 30,Tienda 41,13,94,140
Tienda 30,Tienda 42,64,61,474
Tienda 30,Tienda 43,16,76,59
Tienda 30,Tienda 44,10,23,356
Tienda 30,Tienda 45,4,19,288
Tienda 30,Tienda 46,93,74,82
Tienda 30,Tienda 47,21,26,96
Tienda 30,Tienda 48,8,97,458
Tienda 30,Tienda 49,48,94,475
Tienda 30,Tienda 50,14,23,479
Tienda 30,Tienda 51,79,12,181
Tienda 30,Tienda 52,81,86,172
Tienda 30,Tienda 53,24,95,424
Tienda 30,Tienda 54,44,81,60
Tienda 30,Tienda 55,100,71,7
Tienda 30,Tienda 56,93,92,373
Tienda 30,Tienda 57,80,32,218
Tienda 30,Tienda 58,7,98,472
Tienda 30,Tienda 59,91,79,404
Tienda 30,Tienda 60,89,42,331
Tienda 30,Tienda 61,75,91,97
Tienda 30,Tienda 62,17,21,270
Tienda 30,Tienda 63,19,81,201
Tienda 30,Tienda 64,49,83,308
Tienda 30,Tienda 65,30,36,88
Tienda 30,Tienda 66,48,100,450
Tienda 30,Tienda 67,67,96,437
Tienda 30,Tienda 68,26,94,34
Tienda 30,Tienda 69,80,56,476
Tienda 30,Tienda 70,76,10,258
Tienda 30,Tienda 71,15,6,9
Tienda 30,Tienda 72,11,41,425
Tienda 30,Tienda 73,89,100,232
Tienda 30,Tienda 74,63,99,451
Tienda 30,Tienda 75,88,16,379
Tienda 30,Tienda 76,18,78,294
Tienda 30,Tienda 77,29,83,299
Tienda 30,Tienda 78,21,43,200
Tienda 30,Tienda 79,51,17,143
Tienda 30,Tienda 80,17,42,320
Tienda 30,Tienda 81,26,65,233
Tienda 30,Tienda 82,53,42,171
Tienda 30,Tienda 83,21,15,371
Tienda 30,Tienda 84,89,65,7
Tienda 30,Tienda 85,3,43,153
Tienda 30,Tienda 86,13,10,187
Tienda 30,Tienda 87,81,55,29
Tienda 30,Tienda 88,3,42,441
Tienda 30,Tienda 89,79,71,211
Tienda 30,Tienda 90,41,91,468
Tienda 30,Tienda 91,34,57,449
Tienda 30,Tienda 92,32,55,228
Tienda 30,Tienda 93,91,47,222
Tienda 30,Tienda 94,100,43,87
Tienda 30,Tienda 95,9,46,477
Tienda 30,Tienda 96,70,56,109
Tienda 30,Tienda 97,96,71,294
Tienda 30,Tienda 98,13,87,490
Tienda 30,Tienda 99,72,28,23
Tienda 31,Tienda 0,25,70,460
Tienda 31,Tienda 1,26,16,390
Tienda 31,Tienda 2,40,50,266
Tienda 31,Tienda 3,41,54,433
Tienda 31,Tienda 4,1,14,221
Tienda 31,Tienda 5,71,7,71
Tienda 31,Tienda 6,82,68,327
Tienda 31,Tienda 7,66,65,367
Tienda 31,Tienda 8,87,97,416
Tienda 31,Tienda 9,57,74,109
Tienda 31,Tienda 10,94,36,329
Tienda 31,Tienda 11,26,15,101
Tienda 31,Tienda 12,69,70,460
Tienda 31,Tienda 13,1,2,261
Tienda 31,Tienda 14,75,88,24
Tienda 31,Tienda 15,64,77,92
Tienda 31,Tienda 16,85,11,196
Tienda 31,Tienda 17,48,90,423
Tienda 31,Tienda 18,38,31,247
Tienda 31,Tienda 19,3,7,356
Tienda 31,Tienda 20,64,54,461
Tienda 31,Tienda 21,84,36,404
Tienda 31,Tienda 22,74,48,493
Tienda 31,Tienda 23,44,28,412
Tienda 31,Tienda 24,63,32,97
Tienda 31,Tienda 25,93,87,52
Tienda 31,Tienda 26,96,69,471
Tienda 31,Tienda 27,6,49,425
Tienda 31,Tienda 28,51,56,373
Tienda 31,Tienda 29,43,80,159
Tienda 31,Tienda 30,9,63,296
Tienda 31,Tienda 32,12,88,199
Tienda 31,Tienda 33,47,68,91
Tienda 31,Tienda 34,56,85,85
Tienda 31,Tienda 35,98,54,353
Tienda 31,Tienda 36,90,32,289
Tienda 31,Tienda 37,60,62,223
Tienda 31,Tienda 38,18,55,48
Tienda 31,Tienda 39,54,85,482
Tienda 31,Tienda 40,38,33,149
Tienda 31,Tienda 41,94,56,415
Tienda 31,Tienda 42,21,12,451
Tienda 31,Tienda 43,14,60,306
Tienda 31,Tienda 44,24,35,433
Tienda 31,Tienda 45,33,95,339
Tienda 31,Tienda 46,9,60,204
Tienda 31,Tienda 47,18,31,356
Tienda 31,Tienda 48,88,64,320
Tienda 31,Tienda 49,82,42,192
Tienda 31,Tienda 50,60,87,23
Tienda 31,Tienda 51,82,46,91
Tienda 31,Tienda 52,66,64,66
Tienda 31,Tienda 53,5,70,282
Tienda 31,Tienda 54,18,44,130
Tienda 31,Tienda 55,3,14,243
Tienda 31,Tienda 56,97,12,171
Tienda 31,Tienda 57,19,18,404
Tienda 31,Tienda 58,30,14,175
Tienda 31,Tienda 59,96,80,323
Tienda 31,Tienda 60,62,51,347
Tienda 31,Tienda 61,24,76,349
Tienda 31,Tienda 62,96,41,253
Tienda 31,Tienda 63,18,28,48
Tienda 31,Tienda 64,43,39,288
Tienda 31,Tienda 65,24,10,407
Tienda 31,Tienda 66,68,57,20
Tienda 31,Tienda 67,30,3,195
Tienda 31,Tienda 68,46,91,301
Tienda 31,Tienda 69,39,72,332
Tienda 31,Tienda 70,1,8,40
Tienda 31,Tienda 71,24,63,462
Tienda 31,Tienda 72,10,2,347
Tienda 31,Tienda 73,98,74,26
Tienda 31,Tienda 74,1,52,258
Tienda 31,Tienda 75,2,18,180
Tienda 31,Tienda 76,40,99,453
Tienda 31,Tienda 77,94,74,413
Tienda 31,Tienda 78,86,69,448
Tienda 31,Tienda 79,52,10,476
Tienda 31,Tienda 80,21,85,470
Tienda 31,Tienda 81,96,25,209
Tienda 31,Tienda 82,12,3,495
Tienda 31,Tienda 83,38,25,493
Tienda 31,Tienda 84,45,55,14
Tienda 31,Tienda 85,2,30,241
Tienda 31,Tienda 86,68,97,377
Tienda 31,Tienda 87,41,39,301
Tienda 31,Tienda 88,38,46,321
Tienda 31,Tienda 89,48,12,490
Tienda 31,Tienda 90,92,73,188
Tienda 31,Tienda 91,24,86,500
Tienda 31,Tienda 92,94,28,303
Tienda 31,Tienda 93,32,46,320
Tienda 31,Tienda 94,90,29,431
Tienda 31,Tienda 95,68,54,241
Tienda 31,Tienda 96,61,89,270
Tienda 31,Tienda 97,22,29,234
Tienda 31,Tienda 98,98,83,234
Tienda 31,Tienda 99,94,67,391
Tienda 32,Tienda 0,95,29,288
Tienda 32,Tienda 1,3,56,150
Tienda 32,Tienda 2,8,23,331
Tienda 32,Tienda 3,44,34,19
Tienda 32,Tienda 4,92,96,181
Tienda 32,Tienda 5,61,60,464
Tienda 32,Tienda 6,58,79,106
Tienda 32,Tienda 7,21,53,25
Tienda 32,Tienda 8,61,40,209
Tienda 32,Tienda 9,85,42,283
Tienda 32,Tienda 10,47,75,336
Tienda 32,Tienda 11,76,48,167
Tienda 32,Tienda 12,20,52,237
Tienda 32,Tienda 13,86,40,383
Tienda 32,Tienda 14,80,95,78
Tienda 32,Tienda 15,41,46,154
Tienda 32,Tienda 16,44,98,35
Tienda 32,Tienda 17,65,10,322
Tienda 32,Tienda 18,96,2,46
Tienda 32,Tienda 19,63,33,194
Tienda 32,Tienda 20,57,51,316
Tienda 32,Tienda 21,3,47,334
Tienda 32,Tienda 22,42,6,302
Tienda 32,Tienda 23,65,54,430
Tienda 32,Tienda 24,7,67,421
Tienda 32,Tienda 25,73,36,252
Tienda 32,Tienda 26,25,65,416
Tienda 32,Tienda 27,70,85,44
Tienda 32,Tienda 28,30,3,441
Tienda 32,Tienda 29,10,93,131
Tienda 32,Tienda 30,45,21,475
Tienda 32,Tienda 31,33,32,430
Tienda 32,Tienda 33,70,51,131
Tienda 32,Tienda 34,61,61,292
Tienda 32,Tienda 35,58,59,343
Tienda 32,Tienda 36,42,87,492
Tienda 32,Tienda 37,15,53,157
Tienda 32,Tienda 38,54,94,489
Tienda 32,Tienda 39,9,29,458
Tienda 32,Tienda 40,20,16,195
Tienda 32,Tienda 41,47,90,266
Tienda 32,Tienda 42,80,53,156
Tienda 32,Tienda 43,77,55,357
Tienda 32,Tienda 44,72,67,76
Tienda 32,Tienda 45,71,47,53
Tienda 32,Tienda 46,39,91,89
Tienda 32,Tienda 47,54,69,447
Tienda 32,Tienda 48,56,30,254
Tienda 32,Tienda 49,6,16,189
Tienda 32,Tienda 50,64,100,366
Tienda 32,Tienda 51,53,48,351
Tienda 32,Tienda 52,18,69,379
Tienda 32,Tienda 53,77,79,19
Tienda 32,Tienda 54,95,21,486
Tienda 32,Tienda 55,69,5,45
Tienda 32,Tienda 56,71,55,251
Tienda 32,Tienda 57,43,86,495
Tienda 32,Tienda 58,31,70,146
Tienda 32,Tienda 59,73,93,300
Tienda 32,Tienda 60,85,36,473
Tienda 32,Tienda 61,21,95,406
Tienda 32,Tienda 62,48,54,184
Tienda 32,Tienda 63,92,89,356
Tienda 32,Tienda 64,8,55,448
Tienda 32,Tienda 65,2,75,324
Tienda 32,Tienda 66,66,52,382
Tienda 32,Tienda 67,66,87,142
Tienda 32,Tienda 68,57,83,65
Tienda 32,Tienda 69,53,29,274
Tienda 32,Tienda 70,27,57,431
Tienda 32,Tienda 71,99,39,296
Tienda 32,Tienda 72,88,80,484
Tienda 32,Tienda 73,14,98,451
Tienda 32,Tienda 74,25,16,321
Tienda 32,Tienda 75,65,42,222
Tienda 32,Tienda 76,63,93,168
Tienda 32,Tienda 77,76,80,269
Tienda 32,Tienda 78,23,80,281
Tienda 32,Tienda 79,22,66,51
Tienda 32,Tienda 80,24,77,212
Tienda 32,Tienda 81,89,56,30
Tienda 32,Tienda 82,34,13,62
Tienda 32,Tienda 83,99,56,435
Tienda 32,Tienda 84,19,44,101
Tienda 32,Tienda 85,96,44,96
Tienda 32,Tienda 86,17,13,5
Tienda 32,Tienda 87,57,56,462
Tienda 32,Tienda 88,76,89,114
Tienda 32,Tienda 89,58,97,444
Tienda 32,Tienda 90,68,45,38
Tienda 32,Tienda 91,5,97,321
Tienda 32,Tienda 92,51,6,183
Tienda 32,Tienda 93,17,28,75
Tienda 32,Tienda 94,26,78,206
Tienda 32,Tienda 95,87,23,5
Tienda 32,Tienda 96,69,75,445
Tienda 32,Tienda 97,14,84,379
Tienda 32,Tienda 98,9,84,367
Tienda 32,Tienda 99,11,74,124
Tienda 33,Tienda 0,40,27,98
Tienda 33,Tienda 1,99,91,204
Tienda 33,Tienda 2,80,42,267
Tienda 33,Tienda 3,88,2,43
Tienda 33,Tienda 4,16,53,142
Tienda 33,Tienda 5,94,50,255
Tienda 33,Tienda 6,32,50,478
Tienda 33,Tienda 7,97,73,130
Tienda 33,Tienda 8,48,28,323
Tienda 33,Tienda 9,49,22,384
Tienda 33,Tienda 10,100,73,101
Tienda 33,Tienda 11,88,5,354
Tienda 33,Tienda 12,80,87,498
Tienda 33,Tienda 13,42,86,212
Tienda 33,Tienda 14,94,79,186
Tienda 33,Tienda 15,92,18,350
Tienda 33,Tienda 16,2,60,223
Tienda 33,Tienda 17,93,20,80
Tienda 33,Tienda 18,92,21,197
Tienda 33,Tienda 19,14,52,143
Tienda 33,Tienda 20,52,48,445
Tienda 33,Tienda 21,31,5,395
Tienda 33,Tienda 22,11,46,62
Tienda 33,Tienda 23,85,85,41
Tienda 33,Tienda 24,67,30,21
Tienda 33,Tienda 25,47,96,247
Tienda 33,Tienda 26,99,64,451
Tienda 33,Tienda 27,18,44,249
Tienda 33,Tienda 28,93,6,273
Tienda 33,Tienda 29,55,36,475
Tienda 33,Tienda 30,45,42,151
Tienda 33,Tienda 31,63,29,282
Tienda 33,Tienda 32,66,83,439
Tienda 33,Tienda 34,31,81,265
Tienda 33,Tienda 35,32,89,247
Tienda 33,Tienda 36,71,30,311
Tienda 33,Tienda 37,91,43,151
Tienda 33,Tienda 38,46,45,137
Tienda 33,Tienda 39,80,100,161
Tienda 33,Tienda 40,84,64,58
Tienda 33,Tienda 41,31,37,106
Tienda 33,Tienda 42,68,15,179
Tienda 33,Tienda 43,33,28,348
Tienda 33,Tienda 44,12,20,223
Tienda 33,Tienda 45,66,66,90
Tienda 33,Tienda 46,58,79,128
Tienda 33,Tienda 47,94,38,230
Tienda 33,Tienda 48,23,70,216
Tienda 33,Tienda 49,96,84,281
Tienda 33,Tienda 50,12,72,497
Tienda 33,Tienda 51,82,89,341
Tienda 33,Tienda 52,38,1,43
Tienda 33,Tienda 53,27,66,267
Tienda 33,Tienda 54,5,65,243
Tienda 33,Tienda 55,74,27,412
Tienda 33,Tienda 56,33,93,394
Tienda 33,Tienda 57,12,58,78
Tienda 33,Tienda 58,51,3,37
Tienda 33,Tienda 59,82,53,29
Tienda 33,Tienda 60,22,76,279
Tienda 33,Tienda 61,54,73,143
Tienda 33,Tienda 62,87,46,338
Tienda 33,Tienda 63,67,17,281
Tienda 33,Tienda 64,9,48,153
Tienda 33,Tienda 65,10,35,251
Tienda 33,Tienda 66,11,33,446
Tienda 33,Tienda 67,80,25,320
Tienda 33,Tienda 68,45,38,180
Tienda 33,Tienda 69,92,23,41
Tienda 33,Tienda 70,38,58,447
Tienda 33,Tienda 71,19,34,407
Tienda 33,Tienda 72,81,81,294
Tienda 33,Tienda 73,46,91,497
Tienda 33,Tienda 74,26,82,205
Tienda 33,Tienda 75,65,63,329
Tienda 33,Tienda 76,19,17,211
Tienda 33,Tienda 77,41,8,186
Tienda 33,Tienda 78,96,91,370
Tienda 33,Tienda 79,5,45,147
Tienda 33,Tienda 80,33,3,129
Tienda 33,Tienda 81,93,12,419
Tienda 33,Tienda 82,22,9,124
Tienda 33,Tienda 83,78,85,147
Tienda 33,Tienda 84,68,26,444
Tienda 33,Tienda 85,7,8,97
Tienda 33,Tienda 86,97,89,154
Tienda 33,Tienda 87,78,12,247
Tienda 33,Tienda 88,9,64,422
Tienda 33,Tienda 89,90,6,287
Tienda 33,Tienda 90,52,98,392
Tienda 33,Tienda 91,73,9,398
Tienda 33,Tienda 92,23,67,231
Tienda 33,Tienda 93,35,35,391
Tienda 33,Tienda 94,70,63,428
Tienda 33,Tienda 95,69,42,219
Tienda 33,Tienda 96,1,89,13
Tienda 33,Tienda 97,82,2,426
Tienda 33,Tienda 98,47,79,182
Tienda 33,Tienda 99,3,62,276
Tienda 34,Tienda 0,8,82,52
Tienda 34,Tienda 1,71,79,467
Tienda 34,Tienda 2,29,26,213
Tienda 34,Tienda 3,92,72,383
Tienda 34,Tienda 4,49,39,373
Tienda 34,Tienda 5,61,94,455
Tienda 34,Tienda 6,70,73,151
Tienda 34,Tienda 7,20,29,131
Tienda 34,Tienda 8,37,98,133
Tienda 34,Tienda 9,63,69,325
Tienda 34,Tienda 10,37,33,319
Tienda 34,Tienda 11,19,68,82
Tienda 34,Tienda 12,53,46,216
Tienda 34,Tienda 13,27,43,203
Tienda 34,Tienda 14,50,38,378
Tienda 34,Tienda 15,68,74,43
Tienda 34,Tienda 16,94,45,255
Tienda 34,Tienda 17,45,2,336
Tienda 34,Tienda 18,6,60,200
Tienda 34,Tienda 19,36,83,168
Tienda 34,Tienda 20,65,36,24
Tienda 34,Tienda 21,90,32,176
Tienda 34,Tienda 22,42,78,366
Tienda 34,Tienda 23,76,94,401
Tienda 34,Tienda 24,27,78,5
Tienda 34,Tienda 25,62,39,11
Tienda 34,Tienda 26,68,74,328
Tienda 34,Tienda 27,16,76,169
Tienda 34,Tienda 28,15,6,498
Tienda 34,Tienda 29,9,77,207
Tienda 34,Tienda 30,21,83,167
Tienda 34,Tienda 31,57,35,229
Tienda 34,Tienda 32,32,47,126
Tienda 34,Tienda 33,45,58,83
Tienda 34,Tienda 35,2,81,240
Tienda 34,Tienda 36,51,74,338
Tienda 34,Tienda 37,61,7,7
Tienda 34,Tienda 38,49,82,152
Tienda 34,Tienda 39,93,51,155
Tienda 34,Tienda 40,87,20,112
Tienda 34,Tienda 41,48,31,154
Tienda 34,Tienda 42,84,47,334
Tienda 34,Tienda 43,90,47,96
Tienda 34,Tienda 44,11,22,474
Tienda 34,Tienda 45,100,26,440
Tienda 34,Tienda 46,71,29,330
Tienda 34,Tienda 47,81,98,306
Tienda 34,Tienda 48,58,20,257
Tienda 34,Tienda 49,43,24,479
Tienda 34,Tienda 50,29,75,498
Tienda 34,Tienda 51,69,72,271
Tienda 34,Tienda 52,90,91,162
Tienda 34,Tienda 53,99,45,472
Tienda 34,Tienda 54,13,41,496
Tienda 34,Tienda 55,65,96,328
Tienda 34,Tienda 56,13,99,102
Tienda 34,Tienda 57,41,45,299
Tienda 34,Tienda 58,48,22,47
Tienda 34,Tienda 59,80,16,145
Tienda 34,Tienda 60,44,3,103
Tienda 34,Tienda 61,76,24,201
Tienda 34,Tienda 62,13,6,361
Tienda 34,Tienda 63,82,87,205
Tienda 34,Tienda 64,34,34,295
Tienda 34,Tienda 65,60,11,51
Tienda 34,Tienda 66,18,57,483
Tienda 34,Tienda 67,30,78,351
Tienda 34,Tienda 68,23,45,101
Tienda 34,Tienda 69,16,31,206
Tienda 34,Tienda 70,39,48,401
Tienda 34,Tienda 71,80,54,477
Tienda 34,Tienda 72,61,59,79
Tienda 34,Tienda 73,48,27,82
Tienda 34,Tienda 74,18,17,492
Tienda 34,Tienda 75,26,27,431
Tienda 34,Tienda 76,24,51,395
Tienda 34,Tienda 77,69,23,148
Tienda 34,Tienda 78,28,71,491
Tienda 34,Tienda 79,23,91,394
Tienda 34,Tienda 80,43,5,265
Tienda 34,Tienda 81,54,75,175
Tienda 34,Tienda 82,87,30,401
Tienda 34,Tienda 83,31,18,402
Tienda 34,Tienda 84,80,67,18
Tienda 34,Tienda 85,86,45,110
Tienda 34,Tienda 86,12,89,287
Tienda 34,Tienda 87,47,28,215
Tienda 34,Tienda 88,87,65,69
Tienda 34,Tienda 89,49,81,193
Tienda 34,Tienda 90,40,41,245
Tienda 34,Tienda 91,34,37,132
Tienda 34,Tienda 92,28,57,242
Tienda 34,Tienda 93,66,68,168
Tienda 34,Tienda 94,65,65,239
Tienda 34,Tienda 95,32,16,449
Tienda 34,Tienda 96,91,61,271
Tienda 34,Tienda 97,10,29,9
Tienda 34,Tienda 98,45,13,210
Tienda 34,Tienda 99,33,98,393
Tienda 35,Tienda 0,84,24,122
Tienda 35,Tienda 1,61,9,251
Tienda 35,Tienda 2,38,39,294
Tienda 35,Tienda 3,18,29,429
Tienda 35,Tienda 4,78,70,465
Tienda 35,Tienda 5,26,77,400
Tienda 35,Tienda 6,4,30,63
