almacen,producto,cantidad,shelfTimePromedioDias,bloque
Almacen 12,Producto 649,82,26.27,D-2
Almacen 12,Producto 650,12,27.34,D-3
Almacen 12,Producto 651,37,12.52,B-7
Almacen 12,Producto 652,58,16.58,G-4
Almacen 12,Producto 653,88,9.13,D-1
Almacen 12,Producto 654,92,12.12,C-8
Almacen 12,Producto 655,99,12.36,D-2
Almacen 12,Producto 656,20,23.87,D-6
Almacen 12,Producto 657,28,7.62,B-6
Almacen 12,Producto 658,77,14.65,D-6
Almacen 12,Producto 659,60,18.95,A-6
Almacen 12,Producto 660,90,1.14,D-2
Almacen 12,Producto 661,60,25.68,E-3
Almacen 12,Producto 662,61,24.43,H-5
Almacen 12,Producto 663,50,5.74,C-6
Almacen 12,Producto 664,10,29.97,E-5
Almacen 12,Producto 665,19,1.05,G-1
Almacen 12,Producto 666,43,2.06,E-1
Almacen 12,Producto 667,17,6.89,G-5
Almacen 12,Producto 668,62,4.47,A-7
Almacen 12,Producto 669,82,15.3,D-1
Almacen 12,Producto 670,93,17.51,H-3
Almacen 12,Producto 671,73,2.77,C-7
Almacen 12,Producto 672,29,28.28,A-5
Almacen 12,Producto 673,63,14.18,E-1
Almacen 12,Producto 674,69,9.82,C-6
Almacen 12,Producto 675,53,10.55,C-1
Almacen 12,Producto 676,93,20.69,E-8
Almacen 12,Producto 677,42,17.03,C-3
Almacen 12,Producto 678,51,3.57,C-2
Almacen 12,Producto 679,29,14.89,D-5
Almacen 12,Producto 680,56,11.95,G-2
Almacen 12,Producto 681,74,25.56,H-1
Almacen 12,Producto 682,42,6.85,A-2
Almacen 12,Producto 683,13,29.25,F-4
Almacen 12,Producto 684,38,21.5,F-5
Almacen 12,Producto 685,87,24.1,B-4
Almacen 12,Producto 686,38,11.05,E-7
Almacen 12,Producto 687,61,5.98,G-8
Almacen 12,Producto 688,32,22.07,C-4
Almacen 12,Producto 689,8,21.85,A-5
Almacen 12,Producto 690,82,29.69,E-8
Almacen 12,Producto 691,42,17.49,C-6
Almacen 12,Producto 692,13,4.58,H-7
Almacen 12,Producto 693,1,23.1,H-4
Almacen 12,Producto 694,47,25.47,A-2
Almacen 12,Producto 695,14,24.78,B-4
Almacen 12,Producto 696,17,7.11,A-3
Almacen 12,Producto 697,41,9.79,D-4
Almacen 12,Producto 698,57,2.63,E-8
Almacen 12,Producto 699,81,5.55,A-6
Almacen 12,Producto 700,59,2.66,G-4
Almacen 12,Producto 701,71,28.39,F-4
Almacen 12,Producto 702,92,18.42,F-8
Almacen 12,Producto 703,16,10.93,B-6
Almacen 12,Producto 704,26,4.33,C-4
Almacen 12,Producto 705,2,23.88,E-4
Almacen 12,Producto 706,16,1.8,H-5
Almacen 12,Producto 707,1,29.48,C-3
Almacen 12,Producto 708,18,16.45,H-8
Almacen 12,Producto 709,9,17.7,A-2
Almacen 12,Producto 710,82,27.88,E-1
Almacen 12,Producto 711,24,20.96,A-4
Almacen 12,Producto 712,66,14.6,B-7
Almacen 12,Producto 713,58,15.48,H-7
Almacen 12,Producto 714,57,20.33,B-5
Almacen 12,Producto 715,88,16.2,B-1
Almacen 12,Producto 716,65,20.47,E-1
Almacen 12,Producto 717,84,7.44,A-3
Almacen 12,Producto 718,66,3.3,E-5
Almacen 12,Producto 719,16,23.35,D-2
Almacen 12,Producto 720,87,29.7,E-5
Almacen 12,Producto 721,36,1.29,H-4
Almacen 12,Producto 722,88,20.04,D-6
Almacen 12,Producto 723,13,15.9,E-6
Almacen 12,Producto 724,57,11.15,F-8
Almacen 12,Producto 725,48,13.77,H-8
Almacen 12,Producto 726,16,8.92,D-5
Almacen 12,Producto 727,28,16.98,A-4
Almacen 12,Producto 728,74,18.12,H-6
Almacen 12,Producto 729,73,18.03,H-8
Almacen 12,Producto 730,77,16.08,F-3
Almacen 12,Producto 731,1,4.05,D-5
Almacen 12,Producto 732,80,24.97,E-6
Almacen 12,Producto 733,62,7.67,G-4
Almacen 12,Producto 734,25,27.8,F-2
Almacen 12,Producto 735,76,19.67,A-7
Almacen 12,Producto 736,62,18.4,G-7
Almacen 12,Producto 737,48,6.34,F-2
Almacen 12,Producto 738,21,1.59,H-1
Almacen 12,Producto 739,34,5.51,G-6
Almacen 12,Producto 740,13,6.71,C-1
Almacen 12,Producto 741,27,25.75,A-4
Almacen 12,Producto 742,87,24.72,E-5
Almacen 12,Producto 743,48,20.28,B-2
Almacen 12,Producto 744,88,17.91,H-7
Almacen 12,Producto 745,88,4.84,A-3
Almacen 12,Producto 746,90,6.03,E-1
Almacen 12,Producto 747,73,24.28,B-3
Almacen 12,Producto 748,83,22.89,A-2
Almacen 12,Producto 749,49,22.5,E-6
Almacen 12,Producto 750,96,4.74,A-2
Almacen 12,Producto 751,84,15.05,H-2
Almacen 12,Producto 752,70,29.75,H-8
Almacen 12,Producto 753,50,22.44,G-6
Almacen 12,Producto 754,78,8.74,G-2
Almacen 12,Producto 755,2,29.98,H-5
Almacen 12,Producto 756,15,7.24,B-4
Almacen 12,Producto 757,23,23.86,C-2
Almacen 12,Producto 758,98,29.13,E-8
Almacen 12,Producto 759,42,26.71,E-5
Almacen 12,Producto 760,40,29.1,G-7
Almacen 12,Producto 761,49,18.82,C-4
Almacen 12,Producto 762,64,4.7,H-6
Almacen 12,Producto 763,54,2.15,C-4
Almacen 12,Producto 764,56,5.28,A-8
Almacen 12,Producto 765,87,17.63,C-6
Almacen 12,Producto 766,33,23.02,B-3
Almacen 12,Producto 767,55,3.35,H-3
Almacen 12,Producto 768,35,20.65,F-6
Almacen 12,Producto 769,54,4.96,B-4
Almacen 12,Producto 770,4,28.07,B-2
Almacen 12,Producto 771,94,18.26,H-2
Almacen 12,Producto 772,17,8.04,G-1
Almacen 12,Producto 773,34,17.68,A-8
Almacen 12,Producto 774,30,16.23,B-1
Almacen 12,Producto 775,90,26.66,B-2
Almacen 12,Producto 776,39,14.17,A-3
Almacen 12,Producto 777,27,4.78,F-3
Almacen 12,Producto 778,26,20.18,F-2
Almacen 12,Producto 779,33,24.48,B-8
Almacen 12,Producto 780,27,3.38,F-4
Almacen 12,Producto 781,23,27.43,A-4
Almacen 12,Producto 782,27,18.18,E-3
Almacen 12,Producto 783,94,24.92,A-8
Almacen 12,Producto 784,82,10.21,A-5
Almacen 12,Producto 785,93,25.2,B-4
Almacen 12,Producto 786,44,15.77,G-4
Almacen 12,Producto 787,33,20.83,B-8
Almacen 12,Producto 788,1,13.27,B-2
Almacen 12,Producto 789,68,24.91,F-2
Almacen 12,Producto 790,65,7.17,C-3
Almacen 12,Producto 791,81,7.07,B-1
Almacen 12,Producto 792,96,15.21,E-8
Almacen 12,Producto 793,19,29.69,C-1
Almacen 12,Producto 794,85,9.32,E-3
Almacen 12,Producto 795,26,2.05,C-7
Almacen 12,Producto 796,30,2.59,A-6
Almacen 12,Producto 797,33,1.63,G-2
Almacen 12,Producto 798,9,29.63,D-6
Almacen 12,Producto 799,14,14.49,A-4
Almacen 12,Producto 800,5,8.6,D-4
Almacen 12,Producto 801,23,2.44,G-6
Almacen 12,Producto 802,61,25.7,C-1
Almacen 12,Producto 803,48,26.9,B-1
Almacen 12,Producto 804,81,7.61,B-3
Almacen 12,Producto 805,26,15.95,F-1
Almacen 12,Producto 806,65,7.72,G-8
Almacen 12,Producto 807,24,18.75,D-6
Almacen 12,Producto 808,30,11.54,E-8
Almacen 12,Producto 809,75,6.22,F-3
Almacen 12,Producto 810,38,26.64,B-6
Almacen 12,Producto 811,61,14.76,E-7
Almacen 12,Producto 812,4,17.64,G-6
Almacen 12,Producto 813,37,23.68,G-4
Almacen 12,Producto 814,93,23.6,A-3
Almacen 12,Producto 815,55,20.9,G-3
Almacen 12,Producto 816,27,7.37,D-2
Almacen 12,Producto 817,52,21.9,B-4
Almacen 12,Producto 818,100,4.46,E-8
Almacen 12,Producto 819,54,20.89,G-5
Almacen 12,Producto 820,68,10.91,G-2
Almacen 12,Producto 821,38,11.78,C-2
Almacen 12,Producto 822,100,28.06,E-6
Almacen 12,Producto 823,45,22.92,C-8
Almacen 12,Producto 824,19,26.72,B-4
Almacen 12,Producto 825,23,25.65,C-8
Almacen 12,Producto 826,72,29.2,B-8
Almacen 12,Producto 827,7,16.33,C-3
Almacen 12,Producto 828,11,17.85,F-8
Almacen 12,Producto 829,99,21.9,H-7
Almacen 12,Producto 830,39,26.75,B-5
Almacen 12,Producto 831,62,18.96,F-1
Almacen 12,Producto 832,48,12.28,B-6
Almacen 12,Producto 833,16,21.09,A-1
Almacen 12,Producto 834,6,10.55,F-2
Almacen 12,Producto 835,40,25.89,E-6
Almacen 12,Producto 836,99,15.18,A-4
Almacen 12,Producto 837,100,17.12,F-8
Almacen 12,Producto 838,81,24.12,C-2
Almacen 12,Producto 839,34,8.19,E-2
Almacen 12,Producto 840,62,22.76,F-5
Almacen 12,Producto 841,85,6.0,E-2
Almacen 12,Producto 842,72,20.67,D-4
Almacen 12,Producto 843,64,11.37,H-3
Almacen 12,Producto 844,71,9.26,C-7
Almacen 12,Producto 845,45,18.63,F-3
Almacen 12,Producto 846,65,26.07,H-1
Almacen 12,Producto 847,87,5.54,D-3
Almacen 12,Producto 848,65,13.45,A-1
Almacen 12,Producto 849,83,16.62,E-8
Almacen 12,Producto 850,36,20.41,H-1
Almacen 12,Producto 851,63,11.55,G-2
Almacen 12,Producto 852,96,28.6,H-3
Almacen 12,Producto 853,61,15.44,C-6
Almacen 12,Producto 854,5,18.86,H-8
Almacen 12,Producto 855,89,4.0,G-7
Almacen 12,Producto 856,62,1.12,G-7
Almacen 12,Producto 857,76,12.58,E-2
Almacen 12,Producto 858,56,18.37,D-8
Almacen 12,Producto 859,40,29.02,B-2
Almacen 12,Producto 860,99,4.97,D-6
Almacen 12,Producto 861,60,21.41,F-8
Almacen 12,Producto 862,23,14.7,G-2
Almacen 12,Producto 863,98,27.35,F-3
Almacen 12,Producto 864,46,6.17,C-6
Almacen 12,Producto 865,18,27.3,C-2
Almacen 12,Producto 866,92,29.27,A-2
Almacen 12,Producto 867,30,4.72,D-4
Almacen 12,Producto 868,89,8.77,C-3
Almacen 12,Producto 869,80,8.73,B-8
Almacen 12,Producto 870,42,13.35,C-1
Almacen 12,Producto 871,13,8.83,C-8
Almacen 12,Producto 872,18,5.33,D-5
Almacen 12,Producto 873,31,23.45,F-2
Almacen 12,Producto 874,29,24.1,B-5
Almacen 12,Producto 875,94,25.56,G-3
Almacen 12,Producto 876,75,18.93,F-4
Almacen 12,Producto 877,70,19.09,A-6
Almacen 12,Producto 878,57,3.18,D-8
Almacen 12,Producto 879,0,13.36,B-1
Almacen 12,Producto 880,20,10.67,B-8
Almacen 12,Producto 881,73,16.57,F-1
Almacen 12,Producto 882,5,22.08,H-4
Almacen 12,Producto 883,43,14.33,E-8
Almacen 12,Producto 884,80,27.79,H-5
Almacen 12,Producto 885,8,29.01,G-7
Almacen 12,Producto 886,87,15.75,F-8
Almacen 12,Producto 887,94,3.3,H-7
Almacen 12,Producto 888,34,17.1,G-5
Almacen 12,Producto 889,75,24.84,G-8
Almacen 12,Producto 890,10,17.95,H-3
Almacen 12,Producto 891,48,15.51,C-6
Almacen 12,Producto 892,6,2.37,H-3
Almacen 12,Producto 893,14,7.09,F-3
Almacen 12,Producto 894,99,10.37,F-1
Almacen 12,Producto 895,80,8.27,G-1
Almacen 12,Producto 896,3,12.81,C-4
Almacen 12,Producto 897,43,23.69,A-6
Almacen 12,Producto 898,65,8.28,G-7
Almacen 12,Producto 899,18,4.12,C-7
Almacen 12,Producto 900,67,15.97,E-8
Almacen 12,Producto 901,35,14.4,C-3
Almacen 12,Producto 902,72,2.92,D-4
Almacen 12,Producto 903,77,9.91,A-5
Almacen 12,Producto 904,20,27.09,C-5
Almacen 12,Producto 905,19,22.6,H-5
Almacen 12,Producto 906,21,11.71,D-5
Almacen 12,Producto 907,52,11.77,H-6
Almacen 12,Producto 908,47,27.3,A-2
Almacen 12,Producto 909,52,27.26,B-3
Almacen 12,Producto 910,66,29.48,F-8
Almacen 12,Producto 911,37,16.92,D-2
Almacen 12,Producto 912,16,2.28,C-8
Almacen 12,Producto 913,40,15.35,H-6
Almacen 12,Producto 914,66,26.8,F-4
Almacen 12,Producto 915,67,12.66,H-3
Almacen 12,Producto 916,15,19.95,B-1
Almacen 12,Producto 917,70,20.29,A-7
Almacen 12,Producto 918,76,29.95,B-3
Almacen 12,Producto 919,34,29.22,H-1
Almacen 12,Producto 920,13,16.24,A-3
Almacen 12,Producto 921,32,9.72,G-7
Almacen 12,Producto 922,0,6.52,G-5
Almacen 12,Producto 923,49,20.04,G-4
Almacen 12,Producto 924,14,16.55,A-1
Almacen 12,Producto 925,79,8.99,E-6
Almacen 12,Producto 926,89,27.38,D-2
Almacen 12,Producto 927,69,12.0,G-6
Almacen 12,Producto 928,31,17.84,F-6
Almacen 12,Producto 929,9,2.18,A-2
Almacen 12,Producto 930,20,23.19,A-7
Almacen 12,Producto 931,5,17.16,H-4
Almacen 12,Producto 932,46,27.91,H-2
Almacen 12,Producto 933,75,5.75,H-8
Almacen 12,Producto 934,67,16.76,H-2
Almacen 12,Producto 935,29,9.24,G-5
Almacen 12,Producto 936,38,23.02,C-3
Almacen 12,Producto 937,15,3.02,D-6
Almacen 12,Producto 938,24,19.56,A-8
Almacen 12,Producto 939,3,12.12,D-5
Almacen 12,Producto 940,91,9.6,D-5
Almacen 12,Producto 941,44,9.63,F-3
Almacen 12,Producto 942,55,14.2,B-6
Almacen 12,Producto 943,5,27.2,G-7
Almacen 12,Producto 944,31,20.76,D-5
Almacen 12,Producto 945,6,11.86,G-6
Almacen 12,Producto 946,1,7.33,B-5
Almacen 12,Producto 947,34,2.37,D-2
Almacen 12,Producto 948,83,19.26,E-8
Almacen 12,Producto 949,93,23.72,H-1
Almacen 12,Producto 950,96,11.63,C-8
Almacen 12,Producto 951,19,24.92,E-7
Almacen 12,Producto 952,26,21.15,F-8
Almacen 12,Producto 953,44,11.92,D-6
Almacen 12,Producto 954,97,5.06,G-3
Almacen 12,Producto 955,1,13.21,B-5
Almacen 12,Producto 956,10,3.43,D-6
Almacen 12,Producto 957,9,27.37,A-6
Almacen 12,Producto 958,66,16.29,A-7
Almacen 12,Producto 959,73,9.0,E-3
Almacen 12,Producto 960,31,27.56,E-8
Almacen 12,Producto 961,67,9.44,F-7
Almacen 12,Producto 962,20,23.42,G-4
Almacen 12,Producto 963,36,2.37,C-1
Almacen 12,Producto 964,99,20.68,A-4
Almacen 12,Producto 965,56,8.14,A-6
Almacen 12,Producto 966,77,22.56,H-1
Almacen 12,Producto 967,21,5.47,H-4
Almacen 12,Producto 968,96,23.38,H-8
Almacen 12,Producto 969,81,25.38,H-7
Almacen 12,Producto 970,43,2.93,D-8
Almacen 12,Producto 971,84,29.15,B-7
Almacen 12,Producto 972,59,2.37,A-7
Almacen 12,Producto 973,15,29.94,B-1
Almacen 12,Producto 974,77,14.88,F-5
Almacen 12,Producto 975,89,3.06,F-5
Almacen 12,Producto 976,94,23.35,B-3
Almacen 12,Producto 977,26,6.54,D-8
Almacen 12,Producto 978,19,23.66,H-8
Almacen 12,Producto 979,99,11.05,B-1
Almacen 12,Producto 980,21,11.64,F-4
Almacen 12,Producto 981,14,14.34,C-1
Almacen 12,Producto 982,45,8.16,C-3
Almacen 12,Producto 983,43,17.3,D-7
Almacen 12,Producto 984,1,16.68,A-8
Almacen 12,Producto 985,4,7.81,H-8
Almacen 12,Producto 986,46,26.44,A-6
Almacen 12,Producto 987,90,4.68,B-4
Almacen 12,Producto 988,86,11.6,F-5
Almacen 12,Producto 989,77,3.5,B-1
Almacen 12,Producto 990,91,8.57,H-6
Almacen 12,Producto 991,31,6.42,G-6
Almacen 12,Producto 992,14,11.85,D-6
Almacen 12,Producto 993,69,13.66,D-7
Almacen 12,Producto 994,71,29.86,F-7
Almacen 12,Producto 995,51,27.33,C-3
Almacen 12,Producto 996,94,12.89,B-7
Almacen 12,Producto 997,59,6.4,G-8
Almacen 12,Producto 998,83,20.9,H-4
Almacen 12,Producto 999,42,23.3,B-4
Almacen 12,Producto 1000,100,18.87,D-4
Almacen 12,Producto 1001,26,3.05,H-4
Almacen 12,Producto 1002,24,22.0,G-2
Almacen 12,Producto 1003,84,13.58,G-3
Almacen 12,Producto 1004,96,7.01,C-8
Almacen 12,Producto 1005,65,20.96,C-1
Almacen 12,Producto 1006,11,17.61,H-5
Almacen 12,Producto 1007,13,19.43,A-2
Almacen 12,Producto 1008,81,28.47,A-5
Almacen 12,Producto 1009,31,13.03,D-1
Almacen 12,Producto 1010,2,25.96,D-1
Almacen 12,Producto 1011,43,14.98,E-7
Almacen 12,Producto 1012,88,14.93,D-2
Almacen 12,Producto 1013,71,3.85,D-7
Almacen 12,Producto 1014,12,24.29,G-4
Almacen 12,Producto 1015,34,24.8,A-5
Almacen 12,Producto 1016,12,1.23,B-1
Almacen 12,Producto 1017,2,21.02,A-4
Almacen 12,Producto 1018,9,12.78,A-2
Almacen 12,Producto 1019,0,9.09,C-1
Almacen 12,Producto 1020,12,22.43,F-2
Almacen 12,Producto 1021,5,9.74,D-1
Almacen 12,Producto 1022,65,16.52,H-3
Almacen 12,Producto 1023,61,12.69,A-2
Almacen 12,Producto 1024,66,28.6,A-1
Almacen 12,Producto 1025,0,13.47,G-3
Almacen 12,Producto 1026,0,21.93,E-2
Almacen 12,Producto 1027,65,2.18,D-8
Almacen 12,Producto 1028,39,19.77,D-3
Almacen 12,Producto 1029,76,4.9,C-2
Almacen 12,Producto 1030,24,9.15,F-4
Almacen 12,Producto 1031,49,27.91,C-6
Almacen 12,Producto 1032,57,20.5,E-4
Almacen 12,Producto 1033,26,28.18,A-6
Almacen 12,Producto 1034,70,23.16,H-4
Almacen 12,Producto 1035,9,10.11,H-7
Almacen 12,Producto 1036,81,27.62,D-6
Almacen 12,Producto 1037,64,24.4,G-8
Almacen 12,Producto 1038,51,29.91,F-5
Almacen 12,Producto 1039,68,25.25,G-2
Almacen 12,Producto 1040,98,9.18,G-6
Almacen 12,Producto 1041,4,13.86,B-6
Almacen 12,Producto 1042,29,12.54,B-8
Almacen 12,Producto 1043,31,10.82,H-7
Almacen 12,Producto 1044,79,10.91,E-7
Almacen 12,Producto 1045,74,10.34,B-7
Almacen 12,Producto 1046,44,5.11,E-2
Almacen 12,Producto 1047,10,7.39,B-7
Almacen 12,Producto 1048,54,25.74,F-6
Almacen 12,Producto 1049,29,11.89,A-8
Almacen 12,Producto 1050,80,11.95,G-2
Almacen 12,Producto 1051,81,11.22,A-3
Almacen 12,Producto 1052,12,13.72,E-7
Almacen 12,Producto 1053,57,13.65,A-6
Almacen 12,Producto 1054,81,10.7,G-2
Almacen 12,Producto 1055,41,23.54,A-6
Almacen 12,Producto 1056,88,15.79,F-1
Almacen 12,Producto 1057,54,2.8,E-8
Almacen 12,Producto 1058,7,25.18,C-1
Almacen 12,Producto 1059,68,4.99,F-2
Almacen 12,Producto 1060,86,14.13,A-3
Almacen 12,Producto 1061,45,27.73,D-1
Almacen 12,Producto 1062,64,10.59,E-7
Almacen 12,Producto 1063,54,7.94,D-4
Almacen 12,Producto 1064,26,9.7,E-2
Almacen 12,Producto 1065,51,17.55,A-1
Almacen 12,Producto 1066,55,21.16,B-1
Almacen 12,Producto 1067,0,4.94,E-1
Almacen 12,Producto 1068,92,19.28,C-7
Almacen 12,Producto 1069,51,8.71,E-5
Almacen 12,Producto 1070,50,6.88,E-1
Almacen 12,Producto 1071,40,9.99,E-5
Almacen 12,Producto 1072,40,18.8,D-7
Almacen 12,Producto 1073,43,4.37,D-8
Almacen 12,Producto 1074,5,7.7,F-6
Almacen 12,Producto 1075,92,24.91,B-2
Almacen 12,Producto 1076,43,29.78,G-3
Almacen 12,Producto 1077,13,29.46,A-6
Almacen 12,Producto 1078,56,8.79,D-6
Almacen 12,Producto 1079,17,2.37,C-4
Almacen 12,Producto 1080,30,17.06,D-7
Almacen 12,Producto 1081,45,4.96,F-1
Almacen 12,Producto 1082,37,27.53,B-2
Almacen 12,Producto 1083,13,17.61,B-5
Almacen 12,Producto 1084,28,18.55,H-4
Almacen 12,Producto 1085,60,5.69,C-6
Almacen 12,Producto 1086,64,29.81,H-4
Almacen 12,Producto 1087,48,8.81,C-7
Almacen 12,Producto 1088,47,12.17,C-3
Almacen 12,Producto 1089,50,11.94,B-7
Almacen 12,Producto 1090,85,4.37,A-6
Almacen 12,Producto 1091,75,4.45,B-7
Almacen 12,Producto 1092,29,14.32,C-8
Almacen 12,Producto 1093,37,9.12,F-4
Almacen 12,Producto 1094,49,11.76,F-2
Almacen 12,Producto 1095,43,16.91,D-2
Almacen 12,Producto 1096,47,9.89,B-6
Almacen 12,Producto 1097,12,14.88,A-4
Almacen 12,Producto 1098,45,15.25,B-7
Almacen 12,Producto 1099,83,19.64,D-8
Almacen 12,Producto 1100,92,23.89,F-5
Almacen 12,Producto 1101,72,10.86,A-3
Almacen 12,Producto 1102,62,8.11,E-3
Almacen 12,Producto 1103,94,1.0,A-8
Almacen 12,Producto 1104,0,12.8,G-2
Almacen 12,Producto 1105,21,8.13,A-5
Almacen 12,Producto 1106,53,25.38,F-3
Almacen 12,Producto 1107,10,4.06,F-1
Almacen 12,Producto 1108,85,7.74,G-8
Almacen 12,Producto 1109,73,6.2,F-5
Almacen 12,Producto 1110,93,17.29,C-8
Almacen 12,Producto 1111,53,2.17,B-1
Almacen 12,Producto 1112,0,3.07,B-3
Almacen 12,Producto 1113,37,10.85,F-7
Almacen 12,Producto 1114,1,29.89,E-6
Almacen 12,Producto 1115,17,6.7,C-5
Almacen 12,Producto 1116,14,22.17,D-6
Almacen 12,Producto 1117,80,24.04,C-5
Almacen 12,Producto 1118,99,27.05,D-8
Almacen 12,Producto 1119,5,18.92,D-7
Almacen 12,Producto 1120,73,26.52,F-4
Almacen 12,Producto 1121,27,4.82,D-6
Almacen 12,Producto 1122,74,2.72,H-3
Almacen 12,Producto 1123,31,28.1,C-3
Almacen 12,Producto 1124,44,28.3,F-5
Almacen 12,Producto 1125,21,16.45,F-6
Almacen 12,Producto 1126,51,9.07,F-5
Almacen 12,Producto 1127,72,26.84,B-1
Almacen 12,Producto 1128,96,18.22,A-2
Almacen 12,Producto 1129,78,15.66,A-6
Almacen 12,Producto 1130,12,29.74,E-1
Almacen 12,Producto 1131,97,13.26,E-3
Almacen 12,Producto 1132,65,6.06,E-7
Almacen 12,Producto 1133,21,20.61,D-4
Almacen 12,Producto 1134,20,1.95,H-1
Almacen 12,Producto 1135,87,15.22,B-6
Almacen 12,Producto 1136,22,18.79,F-5
Almacen 12,Producto 1137,15,10.03,A-1
Almacen 12,Producto 1138,69,17.47,F-1
Almacen 12,Producto 1139,51,25.37,G-5
Almacen 12,Producto 1140,34,28.52,H-8
Almacen 12,Producto 1141,93,11.76,E-3
Almacen 12,Producto 1142,77,1.84,G-5
Almacen 12,Producto 1143,99,18.71,A-1
Almacen 12,Producto 1144,40,3.11,E-7
Almacen 12,Producto 1145,98,7.89,D-6
Almacen 12,Producto 1146,39,4.18,C-7
Almacen 12,Producto 1147,94,16.45,B-8
Almacen 12,Producto 1148,89,28.88,C-4
Almacen 12,Producto 1149,100,2.56,B-3
Almacen 12,Producto 1150,66,18.99,H-8
Almacen 12,Producto 1151,55,19.08,E-6
Almacen 12,Producto 1152,32,4.05,A-4
Almacen 12,Producto 1153,21,10.28,H-4
Almacen 12,Producto 1154,86,2.71,F-7
Almacen 12,Producto 1155,94,26.96,H-8
Almacen 12,Producto 1156,45,9.68,H-1
Almacen 12,Producto 1157,33,14.96,E-5
Almacen 12,Producto 1158,92,9.25,E-1
Almacen 12,Producto 1159,60,2.95,C-6
Almacen 12,Producto 1160,59,19.4,C-4
Almacen 12,Producto 1161,91,1.95,D-7
Almacen 12,Producto 1162,4,12.49,F-7
Almacen 12,Producto 1163,68,27.62,F-4
Almacen 12,Producto 1164,9,27.16,E-1
Almacen 12,Producto 1165,76,23.19,G-8
Almacen 12,Producto 1166,42,27.56,G-8
Almacen 12,Producto 1167,60,7.4,A-6
Almacen 12,Producto 1168,79,29.32,D-4
Almacen 12,Producto 1169,16,29.6,E-5
Almacen 12,Producto 1170,63,13.6,H-2
Almacen 12,Producto 1171,51,28.57,E-5
Almacen 12,Producto 1172,52,12.51,H-4
Almacen 12,Producto 1173,9,25.57,G-5
Almacen 12,Producto 1174,25,2.45,G-7
Almacen 12,Producto 1175,29,9.76,C-6
Almacen 12,Producto 1176,0,23.08,C-5
Almacen 12,Producto 1177,57,4.56,G-4
Almacen 12,Producto 1178,35,16.65,H-5
Almacen 12,Producto 1179,0,28.71,B-8
Almacen 12,Producto 1180,13,11.27,B-2
Almacen 12,Producto 1181,86,5.54,G-4
Almacen 12,Producto 1182,53,28.25,F-3
Almacen 12,Producto 1183,97,24.76,D-2
Almacen 12,Producto 1184,34,3.86,C-8
Almacen 12,Producto 1185,31,5.13,E-1
Almacen 12,Producto 1186,18,5.67,A-1
Almacen 12,Producto 1187,39,26.53,D-5
Almacen 12,Producto 1188,35,20.77,F-2
Almacen 12,Producto 1189,11,6.73,H-3
Almacen 12,Producto 1190,67,21.38,G-5
Almacen 12,Producto 1191,74,22.72,D-5
Almacen 12,Producto 1192,19,28.94,D-4
Almacen 12,Producto 1193,48,12.72,A-5
Almacen 12,Producto 1194,99,20.54,G-5
Almacen 12,Producto 1195,5,2.33,G-3
Almacen 12,Producto 1196,4,14.53,D-5
Almacen 12,Producto 1197,67,2.44,D-8
Almacen 12,Producto 1198,72,29.33,B-4
Almacen 12,Producto 1199,85,4.17,F-1
Almacen 12,Producto 1200,58,29.8,B-3
Almacen 12,Producto 1201,71,27.04,H-8
Almacen 12,Producto 1202,64,23.86,G-7
Almacen 12,Producto 1203,60,12.21,B-8
Almacen 12,Producto 1204,8,22.13,E-5
Almacen 12,Producto 1205,72,10.7,C-1
Almacen 12,Producto 1206,5,1.25,C-1
Almacen 12,Producto 1207,51,15.35,D-5
Almacen 12,Producto 1208,28,19.38,A-6
Almacen 12,Producto 1209,30,17.84,H-1
Almacen 12,Producto 1210,46,21.83,E-3
Almacen 12,Producto 1211,43,3.08,E-1
Almacen 12,Producto 1212,38,18.45,E-3
Almacen 12,Producto 1213,66,9.21,A-8
Almacen 12,Producto 1214,79,1.17,D-2
Almacen 12,Producto 1215,97,27.72,G-5
Almacen 12,Producto 1216,93,28.08,A-7
Almacen 12,Producto 1217,61,18.07,A-2
Almacen 12,Producto 1218,0,12.42,D-4
Almacen 12,Producto 1219,28,4.21,B-5
Almacen 12,Producto 1220,77,2.46,A-4
Almacen 12,Producto 1221,2,4.42,D-3
Almacen 12,Producto 1222,54,4.14,F-6
Almacen 12,Producto 1223,4,18.37,D-2
Almacen 12,Producto 1224,86,20.29,C-5
Almacen 12,Producto 1225,100,16.35,B-6
Almacen 12,Producto 1226,12,5.76,G-6
Almacen 12,Producto 1227,45,21.31,D-5
Almacen 12,Producto 1228,22,17.68,H-2
Almacen 12,Producto 1229,24,14.83,B-5
Almacen 12,Producto 1230,35,26.25,E-5
Almacen 12,Producto 1231,43,4.18,G-1
Almacen 12,Producto 1232,37,20.01,A-7
Almacen 12,Producto 1233,32,6.8,B-5
Almacen 12,Producto 1234,95,19.81,G-4
Almacen 12,Producto 1235,4,2.9,B-7
Almacen 12,Producto 1236,32,26.85,E-4
Almacen 12,Producto 1237,37,6.36,D-3
Almacen 12,Producto 1238,6,19.29,H-3
Almacen 12,Producto 1239,17,13.99,E-5
Almacen 12,Producto 1240,67,2.55,B-5
Almacen 12,Producto 1241,30,14.67,B-5
Almacen 12,Producto 1242,7,26.71,D-4
Almacen 12,Producto 1243,35,15.83,A-3
Almacen 12,Producto 1244,10,2.14,F-8
