empresa,producto,materiales,costo,fechaInicio
Empresa 16,Producto 1186,"['Cobalto 1', 'Plastico 2', 'Acero 3']",88.86,2017-04-28
Empresa 139,Producto 1187,"['Plastico 1', 'Fibra de Carbono 2']",135.95,2017-08-10
Empresa 111,Producto 1188,"['Cobre 1', 'Cobre 2', 'Níquel 3', 'Cerámica 4']",145.51,2015-01-22
Empresa 143,Producto 1189,"['Silicón 1', 'Cerámica 2', 'Aluminio 3', 'Cobre 4']",113.16,2019-10-04
Empresa 137,Producto 1190,"['Cobalto 1', 'Cerámica 2', 'Grafeno 3', 'Fibra de Carbono 4', 'Cerámica 5']",57.68,2019-09-10
Empresa 52,Producto 1191,"['Cobre 1', 'Cobre 2']",145.59,2018-03-19
Empresa 148,Producto 1192,"['Aluminio 1', 'Níquel 2', 'Aluminio 3', 'Cobre 4']",121.47,2019-04-04
Empresa 42,Producto 1193,"['Cerámica 1', 'Silicón 2', 'Fibra de Carbono 3', 'Cerámica 4', 'Cerámica 5']",86.79,2019-01-10
Empresa 72,Producto 1194,"['Plastico 1', 'Cerámica 2', 'Cobalto 3']",143.52,2018-09-11
Empresa 145,Producto 1195,"['Silicón 1', 'Cobre 2', 'Aluminio 3', 'Grafeno 4', 'Cerámica 5']",106.44,2019-09-09
Empresa 63,Producto 1196,"['Plastico 1', 'Silicón 2', 'Plastico 3', 'Cobre 4']",148.87,2016-04-02
Empresa 65,Producto 1197,"['Grafeno 1', 'Acero 2', 'Aluminio 3', 'Grafeno 4', 'Fibra de Carbono 5']",135.26,2018-10-02
Empresa 31,Producto 1198,"['Cobre 1', 'Plastico 2', 'Plastico 3', 'Plastico 4']",61.82,2018-01-04
Empresa 128,Producto 1199,"['Cobre 1', 'Níquel 2', 'Plastico 3', 'Níquel 4', 'Cobre 5']",57.56,2015-02-24
Empresa 171,Producto 1200,"['Níquel 1', 'Plastico 2', 'Cerámica 3', 'Acero 4', 'Níquel 5']",58.91,2017-01-29
Empresa 157,Producto 1201,"['Aluminio 1', 'Cobre 2']",149.44,2016-10-15
Empresa 120,Producto 1202,"['Cobre 1', 'Cobre 2', 'Fibra de Carbono 3']",140.65,2018-03-22
Empresa 115,Producto 1203,"['Aluminio 1', 'Níquel 2', 'Grafeno 3', 'Níquel 4']",54.9,2017-04-05
Empresa 16,Producto 1204,"['Fibra de Carbono 1', 'Cobalto 2']",123.03,2020-01-01
Empresa 95,Producto 1205,"['Níquel 1', 'Cobalto 2']",94.23,2018-05-04
Empresa 36,Producto 1206,"['Cobalto 1', 'Grafeno 2']",137.04,2016-06-19
Empresa 96,Producto 1207,"['Cerámica 1', 'Grafeno 2', 'Grafeno 3', 'Acero 4', 'Fibra de Carbono 5']",98.9,2019-09-07
Empresa 63,Producto 1208,"['Fibra de Carbono 1', 'Cobre 2', 'Silicón 3', 'Cobre 4', 'Grafeno 5']",57.4,2019-10-09
Empresa 168,Producto 1209,"['Fibra de Carbono 1', 'Silicón 2', 'Silicón 3']",82.95,2015-03-30
Empresa 110,Producto 1210,"['Cerámica 1', 'Plastico 2']",75.33,2016-11-02
Empresa 57,Producto 1211,"['Silicón 1', 'Fibra de Carbono 2', 'Fibra de Carbono 3', 'Grafeno 4', 'Níquel 5']",81.46,2016-09-27
Empresa 169,Producto 1212,"['Plastico 1', 'Níquel 2', 'Fibra de Carbono 3', 'Acero 4', 'Acero 5']",119.13,2017-12-10
Empresa 51,Producto 1213,"['Acero 1', 'Acero 2', 'Acero 3', 'Cobre 4']",67.93,2015-09-19
Empresa 197,Producto 1214,"['Cerámica 1', 'Níquel 2']",143.38,2018-04-19
Empresa 27,Producto 1215,"['Níquel 1', 'Cobre 2', 'Silicón 3', 'Cobre 4']",52.1,2016-12-08
Empresa 183,Producto 1216,"['Níquel 1', 'Níquel 2']",75.08,2017-06-18
Empresa 84,Producto 1217,"['Cobre 1', 'Cerámica 2', 'Aluminio 3']",87.67,2017-04-12
Empresa 66,Producto 1218,"['Cobre 1', 'Cerámica 2', 'Fibra de Carbono 3']",56.93,2015-09-16
Empresa 52,Producto 1219,"['Cobalto 1', 'Fibra de Carbono 2', 'Grafeno 3', 'Plastico 4']",138.85,2016-09-02
Empresa 25,Producto 1220,"['Acero 1', 'Aluminio 2', 'Plastico 3']",73.91,2015-09-02
Empresa 171,Producto 1221,"['Aluminio 1', 'Plastico 2', 'Cobre 3']",69.89,2017-01-15
Empresa 134,Producto 1222,"['Cobalto 1', 'Grafeno 2', 'Cobre 3']",133.74,2015-08-01
Empresa 91,Producto 1223,"['Plastico 1', 'Níquel 2', 'Silicón 3']",148.26,2015-03-10
Empresa 93,Producto 1224,"['Cobalto 1', 'Cobre 2', 'Grafeno 3', 'Fibra de Carbono 4', 'Aluminio 5']",86.82,2018-02-07
Empresa 16,Producto 1225,"['Cobalto 1', 'Aluminio 2', 'Aluminio 3', 'Cobre 4']",93.88,2015-09-30
Empresa 94,Producto 1226,"['Grafeno 1', 'Fibra de Carbono 2']",131.22,2015-04-25
Empresa 120,Producto 1227,"['Aluminio 1', 'Acero 2']",52.7,2017-03-07
Empresa 115,Producto 1228,"['Aluminio 1', 'Plastico 2', 'Cerámica 3', 'Cobre 4']",76.37,2016-04-20
Empresa 58,Producto 1229,"['Acero 1', 'Plastico 2']",102.5,2019-12-28
Empresa 11,Producto 1230,"['Plastico 1', 'Plastico 2', 'Fibra de Carbono 3', 'Níquel 4', 'Níquel 5']",60.75,2015-11-15
Empresa 36,Producto 1231,"['Cobre 1', 'Silicón 2', 'Cobre 3', 'Acero 4']",64.16,2019-04-16
Empresa 119,Producto 1232,"['Grafeno 1', 'Cobre 2', 'Cerámica 3', 'Grafeno 4', 'Grafeno 5']",142.71,2019-10-11
Empresa 197,Producto 1233,"['Silicón 1', 'Níquel 2', 'Silicón 3', 'Silicón 4', 'Cobre 5']",70.67,2016-02-12
Empresa 79,Producto 1234,"['Silicón 1', 'Níquel 2', 'Plastico 3']",95.04,2018-12-28
Empresa 161,Producto 1235,"['Cobre 1', 'Cerámica 2']",52.17,2017-08-14
Empresa 138,Producto 1236,"['Fibra de Carbono 1', 'Aluminio 2', 'Aluminio 3', 'Silicón 4']",142.05,2017-10-02
Empresa 65,Producto 1237,"['Fibra de Carbono 1', 'Cerámica 2', 'Aluminio 3', 'Plastico 4', 'Silicón 5']",145.69,2016-02-12
Empresa 111,Producto 1238,"['Aluminio 1', 'Cobre 2']",63.8,2019-02-14
Empresa 168,Producto 1239,"['Aluminio 1', 'Plastico 2']",148.15,2018-02-12
Empresa 37,Producto 1240,"['Aluminio 1', 'Silicón 2']",76.13,2018-12-26
Empresa 63,Producto 1241,"['Plastico 1', 'Plastico 2', 'Cobre 3', 'Cerámica 4']",97.69,2018-03-08
Empresa 77,Producto 1242,"['Níquel 1', 'Níquel 2', 'Cobre 3', 'Cobre 4', 'Fibra de Carbono 5']",116.29,2015-11-13
Empresa 148,Producto 1243,"['Acero 1', 'Cerámica 2', 'Cerámica 3', 'Silicón 4']",71.56,2017-12-03
Empresa 134,Producto 1244,"['Fibra de Carbono 1', 'Cobre 2']",56.05,2017-07-15
Empresa 110,Producto 1245,"['Fibra de Carbono 1', 'Cobre 2', 'Silicón 3']",146.19,2015-05-26
Empresa 68,Producto 1246,"['Silicón 1', 'Cerámica 2', 'Cerámica 3', 'Aluminio 4']",126.3,2016-11-27
Empresa 37,Producto 1247,"['Acero 1', 'Acero 2', 'Níquel 3', 'Aluminio 4', 'Cobalto 5']",72.38,2018-12-08
Empresa 194,Producto 1248,"['Cobalto 1', 'Acero 2', 'Fibra de Carbono 3', 'Plastico 4']",114.11,2018-01-17
Empresa 15,Producto 1249,"['Cobre 1', 'Aluminio 2', 'Cobalto 3', 'Plastico 4']",50.26,2019-07-03
Empresa 120,Producto 1250,"['Níquel 1', 'Aluminio 2', 'Cobalto 3', 'Cobalto 4', 'Silicón 5']",70.9,2019-02-21
Empresa 143,Producto 1251,"['Grafeno 1', 'Acero 2', 'Silicón 3', 'Fibra de Carbono 4']",68.06,2015-11-27
Empresa 9,Producto 1252,"['Cobre 1', 'Aluminio 2', 'Fibra de Carbono 3', 'Plastico 4']",92.19,2019-09-29
Empresa 184,Producto 1253,"['Aluminio 1', 'Cobre 2', 'Cobalto 3']",91.73,2018-03-10
Empresa 185,Producto 1254,"['Níquel 1', 'Silicón 2', 'Cobre 3']",108.53,2018-04-25
Empresa 27,Producto 1255,"['Cobalto 1', 'Silicón 2', 'Cobre 3', 'Silicón 4', 'Cobre 5']",81.66,2017-06-14
Empresa 146,Producto 1256,"['Cobre 1', 'Aluminio 2', 'Acero 3']",63.79,2018-04-17
Empresa 10,Producto 1257,"['Acero 1', 'Acero 2', 'Grafeno 3', 'Acero 4', 'Acero 5']",123.0,2017-08-29
Empresa 126,Producto 1258,"['Cerámica 1', 'Níquel 2', 'Plastico 3', 'Cobalto 4', 'Plastico 5']",69.74,2015-03-04
Empresa 145,Producto 1259,"['Cobre 1', 'Níquel 2', 'Acero 3']",69.02,2015-07-31
Empresa 104,Producto 1260,"['Cobre 1', 'Grafeno 2', 'Níquel 3']",130.53,2018-11-22
Empresa 171,Producto 1261,"['Acero 1', 'Cobre 2', 'Cobalto 3', 'Cobre 4']",81.14,2016-02-23
Empresa 137,Producto 1262,"['Cobre 1', 'Plastico 2', 'Silicón 3', 'Cobalto 4']",106.66,2016-11-22
Empresa 177,Producto 1263,"['Plastico 1', 'Aluminio 2', 'Cobalto 3', 'Níquel 4', 'Aluminio 5']",53.01,2016-03-12
Empresa 143,Producto 1264,"['Fibra de Carbono 1', 'Níquel 2', 'Grafeno 3']",118.85,2018-01-29
Empresa 93,Producto 1265,"['Níquel 1', 'Plastico 2', 'Silicón 3', 'Cobre 4', 'Cerámica 5']",62.37,2017-04-18
Empresa 41,Producto 1266,"['Níquel 1', 'Aluminio 2']",93.61,2017-06-21
Empresa 7,Producto 1267,"['Silicón 1', 'Acero 2', 'Fibra de Carbono 3', 'Cobre 4']",78.54,2017-09-18
Empresa 7,Producto 1268,"['Aluminio 1', 'Acero 2', 'Acero 3', 'Plastico 4', 'Grafeno 5']",126.82,2017-05-17
Empresa 92,Producto 1269,"['Cobalto 1', 'Grafeno 2', 'Grafeno 3', 'Grafeno 4', 'Silicón 5']",126.02,2018-02-13
Empresa 138,Producto 1270,"['Grafeno 1', 'Cobre 2', 'Níquel 3', 'Cobre 4']",95.82,2017-04-10
Empresa 5,Producto 1271,"['Fibra de Carbono 1', 'Cerámica 2', 'Cobre 3', 'Silicón 4']",144.24,2017-05-04
Empresa 152,Producto 1272,"['Cerámica 1', 'Fibra de Carbono 2', 'Plastico 3']",82.41,2016-10-11
Empresa 9,Producto 1273,"['Aluminio 1', 'Aluminio 2', 'Grafeno 3']",61.71,2015-10-11
Empresa 70,Producto 1274,"['Cobre 1', 'Aluminio 2', 'Silicón 3']",122.77,2016-05-26
Empresa 82,Producto 1275,"['Cerámica 1', 'Silicón 2']",148.74,2017-09-04
Empresa 104,Producto 1276,"['Aluminio 1', 'Plastico 2', 'Plastico 3', 'Aluminio 4']",125.48,2016-05-11
Empresa 172,Producto 1277,"['Silicón 1', 'Cobre 2', 'Cobre 3', 'Aluminio 4']",66.36,2017-04-04
Empresa 168,Producto 1278,"['Fibra de Carbono 1', 'Silicón 2', 'Grafeno 3']",139.45,2017-09-23
Empresa 31,Producto 1279,"['Acero 1', 'Grafeno 2', 'Aluminio 3', 'Cobre 4', 'Silicón 5']",66.87,2016-07-29
Empresa 47,Producto 1280,"['Acero 1', 'Aluminio 2']",52.59,2016-03-07
Empresa 158,Producto 1281,"['Grafeno 1', 'Níquel 2', 'Cobalto 3', 'Grafeno 4']",70.36,2019-05-15
Empresa 118,Producto 1282,"['Fibra de Carbono 1', 'Acero 2', 'Grafeno 3', 'Acero 4']",101.78,2019-11-18
Empresa 92,Producto 1283,"['Níquel 1', 'Fibra de Carbono 2', 'Cobre 3']",129.07,2018-01-07
Empresa 9,Producto 1284,"['Silicón 1', 'Silicón 2', 'Grafeno 3', 'Grafeno 4', 'Níquel 5']",69.44,2018-02-20
Empresa 191,Producto 1285,"['Cobalto 1', 'Aluminio 2', 'Níquel 3']",63.42,2016-03-02
Empresa 79,Producto 1286,"['Cobalto 1', 'Acero 2', 'Cerámica 3', 'Cerámica 4']",62.28,2017-05-04
Empresa 146,Producto 1287,"['Acero 1', 'Plastico 2', 'Fibra de Carbono 3']",78.29,2019-12-09
Empresa 115,Producto 1288,"['Grafeno 1', 'Plastico 2', 'Fibra de Carbono 3', 'Aluminio 4', 'Cobre 5']",52.91,2017-03-19
Empresa 181,Producto 1289,"['Grafeno 1', 'Acero 2', 'Cobre 3']",121.89,2017-04-04
Empresa 31,Producto 1290,"['Fibra de Carbono 1', 'Grafeno 2']",122.83,2016-09-20
Empresa 154,Producto 1291,"['Acero 1', 'Fibra de Carbono 2', 'Cobre 3', 'Cobre 4', 'Aluminio 5']",85.48,2018-05-28
Empresa 104,Producto 1292,"['Cobre 1', 'Cobre 2', 'Acero 3', 'Cerámica 4']",145.97,2019-08-28
Empresa 0,Producto 1293,"['Cerámica 1', 'Cobre 2', 'Cobalto 3']",65.01,2016-11-11
Empresa 5,Producto 1294,"['Grafeno 1', 'Cobalto 2', 'Plastico 3']",129.46,2016-07-04
Empresa 46,Producto 1295,"['Fibra de Carbono 1', 'Níquel 2', 'Fibra de Carbono 3']",125.26,2016-04-13
Empresa 148,Producto 1296,"['Plastico 1', 'Grafeno 2', 'Níquel 3', 'Cerámica 4']",131.14,2018-08-03
Empresa 138,Producto 1297,"['Cobalto 1', 'Acero 2', 'Cobre 3', 'Cerámica 4', 'Cerámica 5']",94.98,2016-02-18
Empresa 63,Producto 1298,"['Cobre 1', 'Cerámica 2', 'Níquel 3', 'Cobalto 4']",123.43,2018-02-19
Empresa 123,Producto 1299,"['Fibra de Carbono 1', 'Cerámica 2', 'Cerámica 3', 'Cerámica 4']",128.25,2017-01-19
Empresa 153,Producto 1300,"['Cobre 1', 'Fibra de Carbono 2', 'Silicón 3', 'Silicón 4']",75.24,2017-04-07
Empresa 194,Producto 1301,"['Acero 1', 'Aluminio 2']",105.75,2017-03-11
Empresa 136,Producto 1302,"['Silicón 1', 'Plastico 2']",63.0,2015-06-24
Empresa 52,Producto 1303,"['Aluminio 1', 'Silicón 2', 'Cerámica 3']",94.05,2015-04-10
Empresa 63,Producto 1304,"['Grafeno 1', 'Grafeno 2', 'Cerámica 3', 'Silicón 4']",64.25,2015-03-20
Empresa 104,Producto 1305,"['Cobre 1', 'Grafeno 2', 'Acero 3']",124.59,2018-11-03
Empresa 38,Producto 1306,"['Níquel 1', 'Níquel 2', 'Fibra de Carbono 3', 'Cobalto 4', 'Fibra de Carbono 5']",146.96,2016-05-04
Empresa 194,Producto 1307,"['Cobre 1', 'Aluminio 2']",126.37,2017-09-12
Empresa 148,Producto 1308,"['Cobre 1', 'Aluminio 2', 'Silicón 3']",94.29,2016-09-15
Empresa 182,Producto 1309,"['Silicón 1', 'Aluminio 2', 'Grafeno 3', 'Silicón 4', 'Níquel 5']",104.72,2018-03-17
Empresa 146,Producto 1310,"['Aluminio 1', 'Níquel 2']",104.87,2017-05-07
Empresa 93,Producto 1311,"['Grafeno 1', 'Cobre 2', 'Grafeno 3', 'Acero 4', 'Acero 5']",128.27,2018-06-22
Empresa 74,Producto 1312,"['Cobre 1', 'Fibra de Carbono 2']",148.05,2015-11-29
Empresa 86,Producto 1313,"['Cerámica 1', 'Níquel 2', 'Plastico 3']",57.87,2016-03-25
Empresa 127,Producto 1314,"['Cobre 1', 'Cerámica 2', 'Grafeno 3']",89.39,2016-10-15
Empresa 145,Producto 1315,"['Plastico 1', 'Silicón 2', 'Fibra de Carbono 3', 'Cobre 4', 'Plastico 5']",107.83,2017-02-22
Empresa 42,Producto 1316,"['Aluminio 1', 'Fibra de Carbono 2', 'Cobre 3']",58.7,2018-12-23
Empresa 171,Producto 1317,"['Aluminio 1', 'Fibra de Carbono 2']",140.07,2018-08-20
Empresa 119,Producto 1318,"['Cobre 1', 'Cobre 2']",94.38,2017-02-01
Empresa 175,Producto 1319,"['Grafeno 1', 'Fibra de Carbono 2', 'Plastico 3', 'Grafeno 4']",85.24,2018-01-25
Empresa 118,Producto 1320,"['Fibra de Carbono 1', 'Fibra de Carbono 2', 'Grafeno 3', 'Plastico 4', 'Acero 5']",142.37,2019-12-28
Empresa 122,Producto 1321,"['Cobalto 1', 'Cobre 2', 'Plastico 3', 'Aluminio 4', 'Níquel 5']",85.12,2017-08-23
Empresa 58,Producto 1322,"['Acero 1', 'Níquel 2', 'Cerámica 3', 'Plastico 4', 'Cobre 5']",125.83,2015-04-27
Empresa 127,Producto 1323,"['Silicón 1', 'Silicón 2', 'Plastico 3', 'Grafeno 4']",103.66,2018-11-17
Empresa 58,Producto 1324,"['Cobre 1', 'Níquel 2']",69.95,2016-05-31
Empresa 199,Producto 1325,"['Cerámica 1', 'Cobalto 2', 'Plastico 3', 'Plastico 4', 'Níquel 5']",73.85,2017-06-01
Empresa 128,Producto 1326,"['Plastico 1', 'Plastico 2', 'Grafeno 3', 'Silicón 4']",87.84,2018-08-27
Empresa 185,Producto 1327,"['Aluminio 1', 'Níquel 2']",54.74,2015-04-24
Empresa 141,Producto 1328,"['Acero 1', 'Acero 2']",84.32,2015-02-16
Empresa 177,Producto 1329,"['Fibra de Carbono 1', 'Aluminio 2', 'Cobalto 3']",142.57,2015-05-10
Empresa 38,Producto 1330,"['Cerámica 1', 'Cobalto 2', 'Níquel 3', 'Cobalto 4', 'Aluminio 5']",123.82,2019-10-24
Empresa 34,Producto 1331,"['Cobalto 1', 'Fibra de Carbono 2', 'Silicón 3', 'Plastico 4', 'Níquel 5']",66.2,2019-10-24
Empresa 183,Producto 1332,"['Silicón 1', 'Cobre 2', 'Cobalto 3', 'Cobre 4', 'Silicón 5']",77.43,2018-05-27
Empresa 82,Producto 1333,"['Cerámica 1', 'Cobre 2']",61.25,2015-07-27
Empresa 56,Producto 1334,"['Cobre 1', 'Níquel 2', 'Fibra de Carbono 3']",102.23,2018-10-25
Empresa 31,Producto 1335,"['Silicón 1', 'Silicón 2', 'Grafeno 3']",92.39,2019-01-11
Empresa 88,Producto 1336,"['Cerámica 1', 'Silicón 2', 'Grafeno 3', 'Aluminio 4']",86.67,2018-11-11
Empresa 139,Producto 1337,"['Cobre 1', 'Cobre 2', 'Cerámica 3', 'Plastico 4', 'Grafeno 5']",50.46,2018-07-08
Empresa 119,Producto 1338,"['Níquel 1', 'Fibra de Carbono 2', 'Cobre 3', 'Cerámica 4', 'Plastico 5']",81.66,2017-01-22
Empresa 51,Producto 1339,"['Plastico 1', 'Cobre 2', 'Silicón 3', 'Plastico 4']",137.97,2015-02-28
Empresa 115,Producto 1340,"['Cobre 1', 'Aluminio 2', 'Cobre 3', 'Cobalto 4', 'Plastico 5']",113.54,2016-09-18
Empresa 77,Producto 1341,"['Cobalto 1', 'Plastico 2', 'Cobre 3']",105.07,2015-09-24
Empresa 162,Producto 1342,"['Cobre 1', 'Grafeno 2', 'Cerámica 3', 'Aluminio 4']",127.9,2017-11-16
Empresa 168,Producto 1343,"['Silicón 1', 'Cobre 2', 'Cobalto 3', 'Níquel 4', 'Cobre 5']",146.47,2019-01-28
Empresa 111,Producto 1344,"['Cobre 1', 'Níquel 2']",82.49,2015-05-19
Empresa 194,Producto 1345,"['Grafeno 1', 'Cobalto 2', 'Plastico 3']",101.21,2019-03-23
Empresa 57,Producto 1346,"['Fibra de Carbono 1', 'Acero 2', 'Plastico 3', 'Cobalto 4']",149.2,2016-08-02
Empresa 14,Producto 1347,"['Grafeno 1', 'Cerámica 2']",106.9,2016-08-16
Empresa 184,Producto 1348,"['Acero 1', 'Cerámica 2', 'Plastico 3', 'Grafeno 4', 'Cobre 5']",128.75,2018-01-06
Empresa 181,Producto 1349,"['Acero 1', 'Níquel 2', 'Cerámica 3']",61.36,2019-04-16
Empresa 0,Producto 1350,"['Fibra de Carbono 1', 'Plastico 2']",125.72,2018-10-09
Empresa 36,Producto 1351,"['Aluminio 1', 'Cobre 2', 'Plastico 3']",131.6,2019-07-10
Empresa 14,Producto 1352,"['Fibra de Carbono 1', 'Cerámica 2', 'Plastico 3', 'Silicón 4']",123.8,2017-06-28
Empresa 143,Producto 1353,"['Fibra de Carbono 1', 'Cobalto 2', 'Cobre 3', 'Plastico 4', 'Cobre 5']",99.32,2018-05-12
Empresa 184,Producto 1354,"['Fibra de Carbono 1', 'Silicón 2', 'Grafeno 3', 'Silicón 4', 'Aluminio 5']",112.54,2019-03-19
Empresa 52,Producto 1355,"['Níquel 1', 'Aluminio 2']",134.1,2018-04-26
Empresa 169,Producto 1356,"['Cobre 1', 'Cerámica 2']",134.2,2018-09-04
Empresa 138,Producto 1357,"['Cobalto 1', 'Cobre 2']",71.16,2015-08-25
Empresa 177,Producto 1358,"['Grafeno 1', 'Plastico 2', 'Aluminio 3', 'Níquel 4']",86.97,2016-08-11
Empresa 114,Producto 1359,"['Plastico 1', 'Acero 2', 'Acero 3']",141.64,2017-11-24
Empresa 177,Producto 1360,"['Grafeno 1', 'Silicón 2']",105.35,2017-08-25
Empresa 37,Producto 1361,"['Cerámica 1', 'Níquel 2']",87.09,2019-05-23
Empresa 148,Producto 1362,"['Fibra de Carbono 1', 'Cerámica 2', 'Silicón 3', 'Cobre 4']",95.51,2019-10-25
Empresa 24,Producto 1363,"['Fibra de Carbono 1', 'Grafeno 2', 'Cerámica 3', 'Cobalto 4']",103.7,2015-09-05
Empresa 84,Producto 1364,"['Fibra de Carbono 1', 'Acero 2', 'Cobalto 3']",93.49,2019-08-16
Empresa 38,Producto 1365,"['Fibra de Carbono 1', 'Cobre 2', 'Grafeno 3', 'Níquel 4', 'Grafeno 5']",63.74,2015-04-10
Empresa 111,Producto 1366,"['Cerámica 1', 'Cobalto 2']",142.39,2017-04-21
Empresa 157,Producto 1367,"['Níquel 1', 'Cobre 2', 'Cerámica 3']",114.59,2019-12-20
Empresa 79,Producto 1368,"['Acero 1', 'Silicón 2', 'Acero 3', 'Silicón 4', 'Grafeno 5']",55.8,2018-02-08
Empresa 154,Producto 1369,"['Grafeno 1', 'Cobre 2', 'Cerámica 3']",121.14,2016-03-14
Empresa 42,Producto 1370,"['Fibra de Carbono 1', 'Fibra de Carbono 2', 'Aluminio 3', 'Cobre 4']",111.09,2019-07-13
Empresa 52,Producto 1371,"['Cobalto 1', 'Acero 2']",65.53,2018-04-06
Empresa 45,Producto 1372,"['Plastico 1', 'Cobre 2', 'Níquel 3', 'Grafeno 4', 'Cobre 5']",131.77,2018-12-24
Empresa 158,Producto 1373,"['Cobalto 1', 'Silicón 2', 'Cobre 3', 'Cobre 4']",58.95,2016-05-21
Empresa 104,Producto 1374,"['Plastico 1', 'Cerámica 2']",77.14,2015-07-29
Empresa 162,Producto 1375,"['Cobalto 1', 'Cerámica 2']",127.17,2015-06-13
Empresa 56,Producto 1376,"['Silicón 1', 'Fibra de Carbono 2', 'Cobre 3', 'Níquel 4', 'Cerámica 5']",104.79,2019-03-06
Empresa 18,Producto 1377,"['Silicón 1', 'Grafeno 2', 'Níquel 3', 'Níquel 4']",137.69,2017-12-27
Empresa 34,Producto 1378,"['Acero 1', 'Cobre 2', 'Silicón 3', 'Níquel 4', 'Cobre 5']",86.96,2018-10-31
Empresa 152,Producto 1379,"['Grafeno 1', 'Cerámica 2', 'Grafeno 3', 'Cobalto 4', 'Acero 5']",60.31,2016-12-13
Empresa 191,Producto 1380,"['Fibra de Carbono 1', 'Cobre 2', 'Acero 3', 'Cerámica 4']",99.69,2016-10-26
Empresa 96,Producto 1381,"['Plastico 1', 'Cobre 2', 'Cobalto 3']",120.54,2018-05-19
Empresa 197,Producto 1382,"['Silicón 1', 'Plastico 2', 'Fibra de Carbono 3', 'Cobalto 4']",53.58,2016-12-15
Empresa 126,Producto 1383,"['Cobre 1', 'Níquel 2', 'Grafeno 3', 'Acero 4']",129.38,2017-08-31
Empresa 36,Producto 1384,"['Cerámica 1', 'Acero 2', 'Níquel 3']",72.01,2017-09-07
Empresa 161,Producto 1385,"['Cobre 1', 'Fibra de Carbono 2']",91.66,2017-01-22
Empresa 70,Producto 1386,"['Aluminio 1', 'Silicón 2', 'Cobre 3']",90.35,2019-07-14
Empresa 21,Producto 1387,"['Aluminio 1', 'Cobre 2', 'Cerámica 3']",144.33,2016-07-11
Empresa 157,Producto 1388,"['Fibra de Carbono 1', 'Plastico 2', 'Grafeno 3']",93.74,2017-03-29
Empresa 74,Producto 1389,"['Fibra de Carbono 1', 'Cobre 2']",104.13,2017-10-20
Empresa 145,Producto 1390,"['Níquel 1', 'Cobalto 2', 'Acero 3', 'Grafeno 4']",145.11,2015-04-28
Empresa 36,Producto 1391,"['Cobalto 1', 'Cobre 2', 'Cerámica 3', 'Cobre 4']",83.89,2019-03-15
Empresa 139,Producto 1392,"['Silicón 1', 'Grafeno 2']",101.79,2015-01-30
Empresa 139,Producto 1393,"['Fibra de Carbono 1', 'Cobre 2', 'Fibra de Carbono 3']",127.05,2018-02-28
Empresa 58,Producto 1394,"['Cerámica 1', 'Grafeno 2']",134.44,2016-02-17
Empresa 74,Producto 1395,"['Fibra de Carbono 1', 'Fibra de Carbono 2']",75.52,2015-08-24
Empresa 126,Producto 1396,"['Silicón 1', 'Cerámica 2', 'Fibra de Carbono 3']",124.83,2015-02-25
Empresa 143,Producto 1397,"['Grafeno 1', 'Grafeno 2', 'Aluminio 3', 'Grafeno 4', 'Grafeno 5']",93.38,2019-04-14
Empresa 154,Producto 1398,"['Níquel 1', 'Grafeno 2', 'Cobre 3', 'Silicón 4']",67.96,2017-05-27
Empresa 0,Producto 1399,"['Acero 1', 'Plastico 2', 'Acero 3', 'Fibra de Carbono 4']",65.94,2018-11-29
Empresa 171,Producto 1400,"['Silicón 1', 'Aluminio 2', 'Níquel 3']",108.58,2017-12-23
Empresa 63,Producto 1401,"['Grafeno 1', 'Cobre 2']",129.0,2015-08-27
Empresa 18,Producto 1402,"['Cobalto 1', 'Fibra de Carbono 2', 'Fibra de Carbono 3', 'Níquel 4']",132.96,2017-04-07
Empresa 68,Producto 1403,"['Fibra de Carbono 1', 'Cobre 2', 'Cobre 3', 'Acero 4']",81.89,2019-10-25
Empresa 36,Producto 1404,"['Cobalto 1', 'Cobre 2', 'Fibra de Carbono 3']",126.8,2015-04-13
Empresa 0,Producto 1405,"['Acero 1', 'Cobalto 2', 'Níquel 3', 'Grafeno 4', 'Cobre 5']",124.53,2016-02-29
Empresa 9,Producto 1406,"['Fibra de Carbono 1', 'Acero 2', 'Cerámica 3']",143.3,2015-05-27
Empresa 25,Producto 1407,"['Silicón 1', 'Cobalto 2', 'Silicón 3', 'Grafeno 4', 'Acero 5']",148.64,2015-09-20
Empresa 10,Producto 1408,"['Cerámica 1', 'Cobre 2', 'Aluminio 3', 'Aluminio 4', 'Silicón 5']",60.93,2018-05-02
Empresa 18,Producto 1409,"['Níquel 1', 'Cobalto 2', 'Silicón 3', 'Níquel 4']",107.6,2019-01-21
Empresa 70,Producto 1410,"['Silicón 1', 'Grafeno 2']",61.15,2015-07-16
Empresa 177,Producto 1411,"['Plastico 1', 'Acero 2', 'Silicón 3', 'Fibra de Carbono 4', 'Grafeno 5']",136.14,2016-02-29
Empresa 146,Producto 1412,"['Cobalto 1', 'Fibra de Carbono 2', 'Cerámica 3', 'Cobre 4', 'Plastico 5']",137.73,2015-09-19
Empresa 152,Producto 1413,"['Grafeno 1', 'Plastico 2']",125.9,2018-01-16
Empresa 24,Producto 1414,"['Silicón 1', 'Cobre 2']",93.33,2019-11-02
Empresa 169,Producto 1415,"['Grafeno 1', 'Cobre 2', 'Cobalto 3']",102.55,2015-03-26
